index,title,abstract,year,mdate,key,page,volume,journal,number,ee,url
1246179,Improving Web Services Robustness.,"Developing robust web services is a difficult task. Field studies show that a large number of web services are deployed with robustness problems (i.e., presenting unexpected behaviors in the presence of invalid inputs). Several techniques for the identification of robustness problems have been proposed in the past. This paper proposes a mechanism that automatically fixes the problems detected. The approach consists of using robustness testing to detect robustness issues and then mitigate those issues by applying inputs verification based on well-defined parameter domains, including domain dependencies between different parameters. This integrated and fully automatable methodology has been used to improve three different implementations of the TPC-App web services. Results show that this tool can be easily used by developers to improve the robustness of web services implementations.",2009,,,,,ICWS,,,
1246180,SAWSDL-MX2: A Machine-Learning Approach for Integrating Semantic Web Service Matchmaking Variants.,"In this paper, we present SAWSDL-MX2, a hybrid semantic Web service matchmaker for SAWSDL services. Building on our initial work in \cite{Klu_Kap_08}, we adopt logic-based as well astext similarity service selection for model references and add a structural approach from \cite{Zin_Rup_Fis_06}, which operates on the pure syntactic description of WSDL elements. The integration of these matching variants is accomplished using a Support Vector Machine (SVM) with non-linear kernel, thus automatically adapting an aggregation function based on previously experienced training data. Results of our performance evaluation based on the standard measures recall and precision over the SAWSDL-TC1 test collection as well as an exhaustive example for all basic matching variants are also given.",2009,,,,,ICWS,,,
1246181,Dynamo + Astro: An Integrated Approach for BPEL Monitoring.,"In the literature, there exist several approaches for monitoring the execution of BPEL processes. They concentrate on different properties, adopt different languages, work at different levels of abstraction, and assume different perspectives. Even if the field is rather new, we do not think that this diversity is a limitation of current solutions; rather it is intrinsic in the problem itself. We claim that, instead of working on the definition of the ultimate approach for BPEL monitoring, we should push a cooperative approach based on the integration of different solutions.In this paper, we present a first step in this direction, and describe a monitoring framework which is obtained by integrating two well-known approaches, namely Dynamo and Astro. This integration, which happens both for the language used for expressing the properties to be monitored, and for the architecture of the monitoring framework, allows to combine the advantages of the two approaches and to obtain a general, comprehensive solutions for BPEL monitoring.",2009,,,,,ICWS,,,
1246182,A Relational Approach for Ef?cient Service Selection.,"Web services are gaining momentum asa major vehicle to deliver business functionalities on the Web. More and more business organizations have begun to use Web services to facilitate user interactions and the collaboration among themselves. This essentially forms a large service space, which still keeps growing. Meanwhile, there may be functionality overlaps among different service providers. The concept of Quality of Web Service (QoWS) is emerging as a key feature in distinguishing between competing service providers. We present in this paper a systematic approach for efficient service selection by using QoWS as the major criterion. In particular, we adopt a relational approach that enables to store QoWS information in a relational DBMS and leverage standard relational operators for efficient service selection. We perform a preliminary set of experiments to evaluate the proposed service selection algorithms.",2009,,,,,ICWS,,,
1246183,WSRec: A Collaborative Filtering Based Web Service Recommender System.,"As the abundance of Web services on the World Wide Web increase,designing effective approaches for Web service selection and recommendation has become more and more important. In this paper, we present WSRec, a Web service recommender system, to attack this crucial problem. WSRec includes a user-contribution mechanism for Web service QoS information collection and an effective and novel hybrid collaborative filtering algorithm for Web service QoS value prediction. WSRec is implemented by Java language and deployed to the real-world environment. To study the prediction performance, A total of 21,197 public Web services are obtained from the Internet and a large-scale real-world experiment is conducted, where more than 1.5 millions test results are collected from 150 service users in different countries on 100 publicly available Web services located all over the world. The comprehensive experimental analysis shows that WSRec achieves better prediction accuracy than other approaches.",2009,,,,,ICWS,,,
1246184,Virtualizing Services and Resources with ProBus: The WS-Policy-Aware Service and Resource Bus.,"A fundamental principle of service oriented architectures is the decoupling of service requesters and service providers to enable late binding of services at deployment time or even dynamic binding of services at runtime.This is important in enterprise settings, where different services that implement business functions in critical business processes are dynamically chosen based on availability or price. The same problem also applies to dynamic Grid environments where resources need to be dynamically chosen based on availability and other non-functional properties. The WS-Policy framework describes how policies for both providers and requesters are specified to allow the selection of services based on these policies. Existing approaches, using WS-Policy,have drawbacks by placing the burden of the service selection partially on the client. In this paper we present an extended enterprise service bus that allows service clients to submit policies to which service providers need to comply with together in one message with the service invocation request. We show how these policies are evaluated in the bus and how policies are defined for not only stateless services, but also stateful resources.",2009,,,,,ICWS,,,
1246185,A Policy-Based Middleware for Web Services SLA Negotiation.,"Negotiation of Service Level Agreements (SLAs) is very important for maintaining Quality of Service (QoS) of composite Web services-based business processes. The process of negotiation involves specification of negotiation parameters, exchanging offers to conduct the actual negotiation process, and then finally generating the formal SLA if the negotiating parties come to a consensus. We propose a Negotiation Broker (NB) middleware framework to facilitate automated negotiations of SLAs for Web services in a Service Oriented Architecture (SOA). High level business goals, contexts, preferences, constraints, and values of the negotiation issues are expressed as a policy specification by each of the negotiating parties. The NB maps the policy specifications to low level negotiation strategy models and parameters in order to conduct the negotiation locally as a trusted broker. We present a model and an example of the high level negotiation policy specification. We also present our NB framework including a prototype implementation to illustrate the mapping of the policy to a time-dependent negotiation strategy model.",2009,,,,,ICWS,,,
1246186,CCOA: Cloud Computing Open Architecture.,"Cloud Computing is evolving as a key computing platform for sharing resources that include infrastructures, software, applications, and business processes. Virtualization is a core technology for enabling cloud resource sharing. However, most existing Cloud Computing platforms have not formally adopted the service-oriented architecture (SOA) that would make them more flexible, extensible, and reusable. By bridging the power of SOA and virtualization in the context of Cloud Computing ecosystem, this paper presents seven architectural principles and derives ten interconnected architectural modules to form a reusable and customizable Cloud Computing Open Architecture (CCOA). Two case studies on Infrastructure and Business Cloud are used to deliver business and practical value of infrastructure and business process provisioning services over the Internet. We also present some potential value-added services of the proposed CCOA to guide strategic planning and other consulting practices of Cloud Computing.",2009,,,,,ICWS,,,
1246187,Flexible Probabilistic QoS Management of Transaction Based Web Services Orchestrations.,"In this paper we extend our previous work on soft probabilistic contracts for QoS management, from the particular case of ""response time"", to general QoS parameters. Our study covers composite QoS parameters dealing not only with time aspects but also with Quality of Data. We also study contract composition (how to derive QoS contracts for an orchestration from the QoS contracts with its called services), and contract monitoring. Our approach supports comprehensive and flexible QoS management within a probabilistic framework.",2009,,,,,ICWS,,,
1246188,Pat: A P2P Based Publish/Subscribe System for QoS Information Dissemination of Web Services.,"A fundamental problem that confronts QoS-aware service selection and composition is the efficient and timely QoS information obtainment. Current research on this problem usually involves query-based or monitoring-based methods. However, in a dynamic and volatile service oriented Computing (SOC) environment, these solutions suffer some or all of the limitations, such as cost, timeliness guarantee and salability. This paper presents Pat, a P2P based publish/subscribe system to disseminate new revised QoS information. Pat aims at reliable and efficient QoS information dissemination in large-scale SOC environments. It exploits specialized rendezvous points (RP) and a replicas mechanism to reduce the risk of subscriptions loss and consequently improve reliability. A reverse RP ring is designed to quicken subscription delivery and QoS information publication. In addition, an optimization mechanism for composite services is built into Pat, which helps to reduce notification traffic. Simulation results show that Pat is reliable, efficient and scalable.",2009,,,,,ICWS,,,
1246189,Wrap Scientific Applications as WSRF Grid Services Using gRAVI.,"Web service models are increasingly being used in the Grid community as way to create distributed applications exposing data and/or applications through self describing interfaces. Scientific research is one key field in which the benefits are apparent as individual services can be orchestrated into experimental workflows that model the research process and facilitate verification and extension. However, many applications are not web enabled and the task of creating services from scratch is cumbersome in part due to the range of complex technologies, tools, standards and languages involved. In this paper we present gRAVI, a WSRF Web service wrapping tool that allows scientists to rapidly expose applications, scripts and workflows as Web services. gRAVI generated services include GSI security, Grid scheduling, state notifications, persistence and data staging. All service code, scripts and definition files are created automatically without any developer input. gRAVI services are created in standard Grid Archive files and are able to be moved and deployed to any compliant container with no requirement for any gRAVI or Grid infrastructure on the target machine. gRAVI supports deployment to the open science cloud Nimbus, whilst also being able to parse Taverna workflow definition files to create strongly typed services.",2009,,,,,ICWS,,,
1246190,A Performance Evaluation Study for Web Services Attachments.,"Web Services are a technology based on the Service Oriented Architecture that enables communication between applications through the Internet. Using Web Services, it is possible to send any type of information in any form of encryption. In this context, different techniques have been used to attach binary files in SOAP messages. However, there is no consensus on which technique has the best performance. This paper presents a performance evaluation study with three techniques for Web Service attachments: Pure Binary, MTOM and SwA. A testing environment was configured to verify the influence of the network and the size of files. Also, we present a tool called WSATPerf that supports the execution of the performance evaluation.",2009,,,,,ICWS,,,
1246191,Behavioral Attestation for Business Processes.,"Service Oriented Architecture (SOA) is an architectural paradigm that enables dynamic composition of heterogeneous, independent, multi-vendor business services. A prerequisite for such inter-organizational workflows is the establishment of trustworthiness, which is mostly achieved through non-technical measures such as legislation, and/or social consent that businesses, or organizations simply pledge themselves to adhere. In our viewpoint, a business process can only be trustworthy if the behavior of all services in it is trustworthy. Trusted Computing Group (TCG) has defined an open set of specifications for the establishment of trustworthiness through a hardware root-of-trust. This paper has three objectives: firstly, the behavior of individual services in a business process is formally specified. Secondly, in order to overcome the inherent weaknesses of trust management through software alone, a hardware root of-trust devised by the TCG, is used for the measurement of the behavior of individual services in a business process. Finally, a verification mechanism is detailed through which the trustworthiness of a business process can be verified.",2009,,,,,ICWS,,,
1246192,Analytic Architecture Assessment in SOA Solution Design and its Engineering Application.,"In this paper, we present an architecture-centric assessment approach for model evaluation over reference architecture to quantitatively estimate architecture maturity and quality. Such assessment is essential to support design-level refinement for an enterprise solution. To achieve this analytic goal, we select a nine-layer SOA solution stack (S3) as reference architecture, and introduce the necessary mathematical definitions and formulation. The baseline for such assessment is a model template composed of S3 solution patterns. A template is the starting point of creating a design model. The selection of such template will largely determine the architecture properties of the final SOA solution.The maturity analysis is carried out at different granularity levels (architecture building block, architecture layer, and architecture model) to justify the â€˜completenessâ€™ of a design. The quality assessment is accomplished through a set of quality-indicators to justify the â€˜goodnessâ€™ of an architecture based on the relationships of architecture building block instances. Finally, using UML 2.0 to capture the model of S3, we provide a real assessment prototype developed over IBM RSA platform.",2009,,,,,ICWS,,,
1246193,An Extensible Abstract Service Orchestration Framework.,"Service composition is complex. It has to reach a set of pre-defined non-functional qualities, like security for instance, which requires the production of complicated code.This code, often distributed between client and server sides, is highly error-prone and difficult to maintain. In this paper, we present a generative environment for the orchestration of abstract services and the separate specification of non-functional properties. This environment has been built within the European SODA project and validated on several industrial use cases. In this paper, we focus on an alarm management scenario with stringent security requirements.",2009,,,,,ICWS,,,
1246194,Selective Querying for Adapting Hierarchical Web Service Compositions Using Aggregate Volatility.,"Environments in which Web service compositions (WSC)operate are often dynamic. We address the problem of which service to query for up-to-date information in order to adapt a hierarchical WSC, given that queries are not free. Previously,the value of changed information (VOC) has been proposed to select those services for querying whose revised non-functional information is expected to bring about the most change in the composition. In this paper, we present an approach for utilizing VOC in the context of a WSC composed of services and lower level WSCs, which induces a natural hierarchy over the composition.",2009,,,,,ICWS,,,
1246195,Enabling Scaleable Efficient Non-visual Web Browsing Services.,"Over the last few decades, the discipline of Web Accessibility has been focused on building more efficient and more effective speech generators for Web Browsers. The visual browser interface is central to the current paradigm. However, in many cases, visual interaction is not required or desired, e.g. it is not relevant for blind people. More generally, when the input and output points are WAV files, SMS messages or natural queries, it becomes very clear that going through the visual user interface is overkill. In this paper we introduce a solution to this problem - a scalable, efficient, non-visual web browser that works with a Web whose central assumption is that visual interaction is an integral part of the user experience.",2009,,,,,ICWS,,,
1246196,Research on WS-Management-based System and Network Resource Management Middleware Model.,"Nowadays, system and network resource management software should deal with more and more heterogeneous specific interfaces of different resource. This is a tightly-coupled management model. Recent years, Web Services have become the major technology and architecture of SOA for enterprise applications. Web Services provides a loosely-coupled management model. In this paper, based on the Web Services-based management protocol-WSManagement, we propose the distributed System and Network Resource Management Middleware Model. In this model, every managed IT resource provides the manageability interfaces via WS-Management specification. Furthermore, we utilize WSManagement Java implementation prototype-wiseman and WMI management interface to carry out the scheme implementation and test case work of the novel model, and then analyze the experiment results. At last, we analyze the prospective research direction and challenges in this field.",2009,,,,,ICWS,,,
1246197,GroupSpeak: High-level Language Extension for Workflow Capability.,"Currently, workflow systems are either XML based or component based. Both paradigms have usability deficiencies. XML is not designed for procedural programming. Legacy code is difficult to adapt to component based systems. We propose a new paradigm by adding workflow keywords to an existing high-level language. This approach, called GroupSpeak, uses a procedural style of programming and allows for easy introduction of workflow patterns to legacy code. The programmer can leverage their existing knowledge of the high-level language to easily add workflow capabilities to their applications.",2009,,,,,ICWS,,,
1246198,Applying Knowledge Sharing for Business Intelligence Collaboration.,"IT services need an automatic and flexible ability to react to dynamic changes in their environment. Managing change effectively and reducing the negative effects of day-to-day operations has become one of the most important tasks in IT service management, which require hiring highly skilled IT professionals with correspondingly high labor costs. There is a challenge to select, implement and integrate the right resources quickly and effectively. Although there is a growing body of research into IT management, many techniques are either too narrow (focusing on a single component rather than the entire system), or they address only configuration data collection and integration. Instead, one needs to scale or respond to special domain knowledge, collaboration and the right data for helping IT professionals to improve their work. In this paper, we propose a knowledge-sharing based collaborating management system for IT service management. It aims to bridge the gap between domain expertsâ€™ knowledge and manageable systems. We developed a proof-of-concept of an impact analysis service based on knowledge-sharing; it establishes an IT service management collaboration paradigm and ecosystem, leveraging the expertâ€™s rich knowledge and experience to improve the management quality and reduce the cost. A case study driven by customers demonstrates that collaboration with knowledge sharing is effective both at constructing useful system analysis services and in using those services to improve system management.",2009,,,,,ICWS,,,
1246199,The Web Service Browser: Automatic Client Generation and Efficient Data Transfer for Web Services.,"Web services are supported by almost all major software vendors, but nevertheless there is still a certain barrier that prevents a broader user community to actually use them. The barrier is the lack of appropriate clients offered in conjunction with the services. This paper presents a Web Service Browser that automatically generates a dynamic user interface when the user browses to the location of the service description and additionally handles the invocation of the service. To ease the use of the service, the browser takes care of data management by using an implementation of the Flex-SwA architecture. Results are presented to the user in a human-readable manner. When the result contains multimedia data, an audio or video player is used to present the result. Use cases demonstrate the benefits of the browser. With the Web Service Browser, web services simply become a usable component offered in the WWW.",2009,,,,,ICWS,,,
1246200,Service Provenance in QoS-Aware Web Service Runtimes.,"In general, provenance of electronic data represents an important issue in information systems. So far, Service-oriented Computing research has mainly focused on provenance of data. However, service provenance also plays a central role since service providers and consumers want to be aware of the service's origin and history. In this paper, we present an approach for service provenance that builds on service metadata and various service runtime events. In addition, access control mechanisms are implemented to restrict access to this information. Besides being able to query and subscribe to provenance information, provenance graphs can be used to illustrate the history of services. We give some usage examples of service provenance and show how our approach was integrated into the VRESCo Web service runtime environment.",2009,,,,,ICWS,,,
1246201,An Approach to Composing Web Services with Context Heterogeneity.,"The potential benefits of Web services composition heavily rely on semantic interoperability, i.e., the ability to exchange data meaningfully amongst Web services. Context heterogeneity, which refers to different implicit assumptions about interpreting the exchanged data, hampers the automatic composition of Web services. However, existing initiatives of Semantic Web Services (SWSs) often ignore context heterogeneity. In this paper, we introduce an approach to address this issue. The contexts of the involved Web services are defined in a lightweight ontology and their WSDL descriptions are annotated by an extension of a W3C standard, i.e., Semantic Annotation for WSDL and XML Schema (SAWSDL). The composition of Web services is described using BPEL specification. Given a BPEL file that ignores context heterogeneity, the approach automatically detects all context differences among the involved services, and reconciles them by producing a mediated BPEL file that incorporates necessary conversions using XPath functions and/or Web services.",2009,,,,,ICWS,,,
1246202,Change Detection and Correction Facilitation for Web Applications and Services.,"There are a large number of websites serving valuable content that can be used by higher-level applications, Web Services, Mashups, etc. Yet, due to various reasons (lack of computing resources, financial constraints etc.) they are unable to provide Web Service APIs to access their data. In their desire to incorporate the latest and greatest technologies, as well as to adapt layouts that are more preferred by users, websites undergo changes over time. These changes can range from minor, e.g. function name changes, to major, e.g., shifting the web platform to AJAX technologies. This paper addresses the problem of detecting layout changes for websites which are unable to provide any Web Service to access their content, yet do not mind others harvesting said content.",2009,,,,,ICWS,,,
1246203,A Tool for Choreography Analysis Using Collaboration Diagrams.,"Analyzing interactions among peers that interact via messages is a crucial problem due to increasingly distributed nature of current software systems, especially the ones built using the service oriented computing paradigm. In service oriented computing, interactions among peers participating to a composite service involve message exchanges across organizational boundaries in a distributed computing environment. In order to build such systems in a reliable manner, it is necessary to develop techniques for analysis and verification of interactions among services. Collaboration diagrams provide a convenient visual model for modeling service interactions. In this paper, we present a tool that 1) checks the realizability of interactions specified by the given collaboration diagram, 2) verifies the LTL properties of the interactions specified by the given collaboration diagram by automatically converting it to a state machine model, and 3) synthesizes peer state machines that realize the set of interactions specified by the given collaboration diagram.",2009,,,,,ICWS,,,
1246204,QoS-Driven Adaptation of BPEL Scenario Execution.,,2009,,,,,ICWS,,,
1246205,SOA-Based Integration of the Internet of Things in Enterprise Services.,"Advances in the areas of embedded systems, computing, and networking are leading to an infrastructure composed of millions of heterogeneous devices. These devices will not simply convey information but process it in transit, connect peer to peer, and form advanced collaborations. This ``Internet of Things'' infrastructure will be strongly integrated with the environment, and its integration with the enterprise systems will not only further blur the line between business IT systems and the real world, but will change the way we design, deploy, and use services. New opportunities can emerge for businesses, which can now closely collaborate with the real world. The work presented here proposes an architecture for an effective integration of the Internet of Things in enterprise services.",2009,,,,,ICWS,,,
1246206,Service Composition as Generative Constraint Satisfaction.,"The ability to build new (complex) services by composing existingservices is one of the key benefits of the Service Oriented Architectureparadigm. Existing approaches to automate composition requirespre-planning or prediction of the number of required services, makingthem unsuitable in dynamic composition scenarios. To address this gap, wepresent a consistency-based service composition approach, wherecomposition problems are modeled in a generative constraint-basedformalism. We illustrate how the configuration of service processesdiffers from established constraint-based configuration techniques anddevelop an algorithm to synthesis valid service process compositions. Wealso show that our technique scales well to non-trivial problems.",2009,,,,,ICWS,,,
1246207,Mobile In-store Personalized Services.,"The Mobile Shopping Assistant (MSA) is a mobile application platform to deliver real-time, in-store, and personalized services, such as personalized product offerings and in-store customer advisory support, to improve the shopping experiences of in-store customers. The service delivery network that powers the MSA involves retail stores and their business partners such as manufacturers. This paper presents the core technologies that we developed in this cross-organizational service network to support the MSA and its personalized services, with focus on service delivery, customer behavior understanding and information sharing. Our event-based techniques allow customers, stores and manufacturers to deliver and consume the services in a loosely coupled manner, thus solving a critical store-specific real-time engagement problem in a seamless way. Service response tracking enables the stores to construct a comprehensive view of a customerâ€™s in-store shopping behavior. Finally, the cross-organizational authorization-based access control mechanism effectively enforces information sharing between the stores and their partners.",2009,,,,,ICWS,,,
1246208,A Contract-Based Accountability Service Model.,"As growing number of real-world activities are performed through Internet connected services, there are increasing needs to make the behaviors of both service consumer and provider accountable. Many efforts attempting to regulate services and to guarantee service qualities lack sufficient accountability support. This paper treats accountability as a service and proposes a novel contract-based accountability service model to tackle this problem. The model uses federated accountability services to audit interactions between service consumers and service providers so that misbehaviors can be detected with undeniable evidences. We show how Internet data management services can be made accountable using this service model. We implemented the data management service and characterized its performance.",2009,,,,,ICWS,,,
1246209,Patterns for Enterprise Mashups in B2B Collaborations to Foster Lightweight Composition and End User Development.,"The huge demand for situational and ad-hoc applications desired by the mass of business end users cannot be fully implemented by IT departments. New approaches that allow for End User Development (EUD) are needed to overcome this â€œlong-tailâ€ù dilemma. More specifically,most existing approaches insufficiently support EUD for infrequent, situational, and ad-hoc B2B Collaborations.Enterprise Mashup-/ and Lightweight Composition approaches and tools are promising solutions to unleash the huge potential of integrating the mass of users into development. Within the current research project FAST,a Web based Mashup/ Gadget development tool is in development that allows for different options to realizeB2B collaborations via Mashups. In this work, five patterns for the development of Enterprise Mashups are identified, characterized, and evaluated with focus on their adequacy for B2B collaborations.",2009,,,,,ICWS,,,
1246210,Domain-Specific Processing of Policies or: WS-Policy Intersection Revisited.,"We present a new approach for checking the compatibility of policy descriptions. At present, policies are widely used for explicitly expressing non-functional properties, capabilities, constraints and requirements of Web services. Policies are crucial in the negotiation phase of service discovery and selection. Typically, a potential service consumer has its own policy that specifies the conditions the service has to fulfill. Ideally, an automatic negotiation process identifies a mutually agreeable policy for both the Web service consumer and provider. WS-Policy defines policy intersection as a ""first approximation"" for determining the compatibility of policies. However, policy intersection has a major weakness: It is a purely syntactic approach neglecting the semantics of the involved policy assertions. In addition, it is unspecific on how to include domain-specific processing. In this paper we present a new solution that overcomes these deficits by introducing an entailment relation that reflects the semantics of assertions and policies. This paper not only discusses the formal foundations but also introduces the required algorithms such as ""semantic policy differencing"".",2009,,,,,ICWS,,,
1246211,From Workflow Models to Executable Web Service Interfaces.,"Workflow models have been used and refined for years to execute processes within organisations. To deal with collaborative processes (choreographies) these internal workflow models have to be aligned with the external behaviour advertised through Web service interfaces. However, traditional workflow management systems (WfMS) do not offer this functionality. Simply sharing and merging process models is often not possible, because workflow management lacks a widely accepted standard theory for workflow models.Multiple research and standardisation efforts to integrate different workflow theories have been proposed over the years. XPDL is the most widely used standard for process model interchange and supported by over 80 systems.However, XPDL also lacks the possibility to relate a workflow model to its possible choreography interface abstractions.To remedy this situation, we propose to abstract the XPDL model to a higher-level model, perform the integration and the compaction algorithms at that level and then ground it back to the desired choreography models. We develop and use an integrated ontology which is based on the XPDL standard for this purpose. To facilitate the abstraction and grounding, we present a mapping procedure to automatically translate XPDL and BPMN workflow models into this ontology. After translation, these models are annotated with a parameterised role model and other collaborative properties. We present a compaction procedure that automatically maps the annotated models into external choreography interfaces that expose only the relevant information for a particular partner collaboration. Our procedure is agnostic with respect to the target choreography model. We demonstrate our approach using WSMO choreographies which enables us to automatically generate interface models from any WfMSs that supports XPDL export.",2009,,,,,ICWS,,,
1246212,Web Service Ranking Using Semantic Profile Information.,"The promise of dynamic binding and the ability to dynamically and seamlessly move between service providers can only be realized through the path of semantic expressibility. Once we describe the semantics of a service in itâ€™s advertisement, a semantic matchmaker can match a query with the set of advertisements that satisfy the query conditions. The state of the art today uses the IOPE (Inputs Outputs Preconditions and Effects) form of advertisements with languages such as OWL-S being used to represent the semantics. Inputs and outputs usually refer to concepts in an ontology. Many semantic matchmakers exist today and they focus on matching the IOPE form of the advertisement to the query. This may result in many matches and they return a set of matched advertisements without rank ordering them. We believe itâ€™s important to rank the returned set of services in order to choose the best service. In this paper we present such a ranking algorithm that uses the IOPE information present in the each of the services relative to the query. Our algorithm can complement other approaches that use the history of issued queries and data mining. We have evaluated the effectiveness of the ranking algorithm against a benchmark ranking that is done manually and shown that our ranking scheme is close to the best ranking scheme possible.",2009,,,,,ICWS,,,
1246213,An Abstract GFSM Model for Optimal and Incremental Conformance Testing of Web Services.,"Web service conformance testing checks the correctness of a black box service implementation, and it is the basis of other testings. An efficient formal method for conformance testing is the Chinese Postman traversal algorithm [2] that can find minimum-cost test sequences.However, the applicability of this algorithm is in question if data dependences are present in the protocol specification. Also, it suffers from the limited observability problem which is not uncommon in web services. Despite its optimality, the traversal algorithm does not take advantages of the special patterns in web service interfaces observed by developers. To address these issues, we propose an abstract GFSM (Guarded Finite-State Machine) model that unifies and augments the commonly used Moore and Mealy machines with dataflows. Using this abstract model, we formalize the conditions under which the tours with complete data and control coverage are guaranteed, and address the limited observability problem using the equivalence of Moore and Mealy machines. Furthermore, we propose a Recursive Descent traversal algorithm that explores the inverse operation pattern of web services to facilitate incremental development of web services.",2009,,,,,ICWS,,,
1246214,A Flexible Approach for Automatic Process Decentralization Using Dependency Tables.,"Web service paradigm and related technologies have provided favorable means for the realization of collaborative business processes. From both conceptual and implementation points of view, the business processes are based on a centralized management approach. Nevertheless, it is very well known that the enterprise-wide process management where processes may span multiple organizational units requires particular considerations on scalability, heterogeneity, availability and privacy issues, that in turn, require particular consideration on decentralization. In this paper, our aim is to reconcile the decentralization of processes as a step towards the enterprise-wide solutions. We propose a methodology for transforming a centralized process specification into a form that is amenable to a distributed execution and to incorporate the necessary synchronization between different processing entities. The proposed technique has the advantage of being flexible that it computes the abstract constructs and provides a generalized approach to the decentralization of processes.",2009,,,,,ICWS,,,
1246215,A Web Service Architecture for Decentralised Identity- and Attribute-Based Access Control.,"The loosely coupled nature of Service-oriented Architectures raises the question how information for access control can be managed in an efficient way. Several specifications for Web Services exist to describe security requirements and to facilitate a provision of identity information. However, the integration of different standards regarding the expression of identity information in policies, claims and assertions comes along with an increased complexity. In order to identify and address the problems occurring with the combined use of standards as XACML, SAML and WS-Trust, we designed and implemented an architecture for identity- and attribute-based access control in decentralized environments. Our implementation provides an automated generation of access control policies in a format called XACML, a way to communicate required user attributes as claims across different domains based on the standards WS-Trust and WS-Policy, and a consistent mapping of retrieved attribute assertions to the XACML attributes in the access control policy.",2009,,,,,ICWS,,,
1246216,Towards Scalability of Quality Driven Semantic Web Service Composition.,"Optimizating semantic web service compositions is known to be NP-hard, so most approaches restrict the number of services and offer poor scalability. We address the scalability issue by selecting compositions which satisfy a set of constraints rather than attempting to produce an optimal composition. Firstly, we define constraints within an innovative and extensible quality model designed to balance semantic fit (or functional quality) with quality of service (QoS) metrics. The semantic fit criterion evaluates the quality of semantic links between the semantic description of Web services parameters, whilst QoS focuses on non-functional criteria of services. Coupling these criteria allows us to further constrain and select valid compositions. To allow the use of this model in the context of millions of services as foreseen by the strategic EC-funded project SOA4All, we i) formulate the selection problem as a Constraint Satisfaction Problem and ii) test the use of a stochastic search method. Finally we compare the latter with state-of-the-art approaches.",2009,,,,,ICWS,,,
1246217,A Service-Oriented System for Optimizing Residential Energy Use.,"Significant consumption and cost savings can be made by better managing energy usage within small commercial properties and individual dwellings. By combining Web services and off-the-shelf home automation equipment, it is now possible to build a cost-effective infrastructure to support the delivery of energy management services to small consumers. In this paper we treat residential energy management as a resource management problem in a distributed computing system. Energy consumers are able to delegate the energy management of smart-meter connected appliances to these energy service providers and specify their energy consumption preference through access policies. We give an optimal scenario in terms of energy cost and efficiency in this service model. We also design an algorithm that makes use of aggregated user information to achieve near optimal energy use among residential electricity users.",2009,,,,,ICWS,,,
1246218,Timed Model Checking Based Approach for Web Services Analysis.,"Web services are the main pillar of the Service Oriented Computing (SOC) paradigm which enables the application integration within and across business organizations. One of the important features of the Web services is the choreography aspect which allows to capture collaborative processes involving multiple services. In this context, one of the important investigations is the choreography compatibility analysis. We mean by the choreography compatibility the capability of a set of Web services of actually interacting by exchanging messages in a proper manner. Whether a set of services are compatible depends not only on their sequences of messages but also on quantitative properties such as timed properties. In this paper, we investigate a model checking based approach that deals with checking the compatibility of a choreography in which the Web services support asynchronous timed communications. Particularly, in this paper we are using the model checker UPPAAL. We propose a set of required abstractions that allow to use the model checker UPPAAL to deal with timed asynchronous communicating services.",2009,,,,,ICWS,,,
1246219,DIALOG: Distributed Auditing Logs.,"Service-oriented systems facilitate business workflows to span multiple organizations (e.g. by means of Web services). As a side effect, data may be more easily transferred over organizational boundaries. Thus, privacy issues arise. At the same time, there are personal, business and legal requirements for protecting privacy and IPR and allowing customers to request information about how and by whom their data was handled. Managing these requirements constitutes an unsolved technical and organizational problem. We propose to solve the information request problem by attaching meta-knowledge about how data was handled to the data itself. We present our solution, in form of an architecture, a formalization and an implemented prototype for logging and collecting logs in service-oriented and cross organizational systems.",2009,,,,,ICWS,,,
1246220,A Conceptual Modeling Approach to Business Service Mashup Development.,"Professional mashups that include complex choreographies, data mediation, and result publishing within Web pages are still affected by implementation and design practices that rely either on very simple models or on low-level scripting and programming skills of developers, thus hampering the use of mashups in business context as rapid solution to immediate problems. Indeed, industrialization of their development is still a hard objective to achieve.We propose adesign methodology based on visual models to improve the quality and the productivity of service mashups and presentation of the results, thus increasing their acceptance as professional applications in the business scenario. Existing software engineering methods are combined together in an innovative mix, comprising standard business process modeling languages (namely, BPMN) to describe a high-level view of the mashup orchestration and on WebML (Web Modeling Language) to specify the detailed Web application model, including Web service interactions, hypertext navigation, event management, and rich user interfaces.",2009,,,,,ICWS,,,
